Gene_name	cluster_number
MTRNR2L7	30
MTRNR2L8	30
MTRNR2L9	30
MTRR	7
MTSS1	10
MTSS2	10
MTTP	6
MTURN	16
MTUS1	1
MTUS2	6
MTX1	5
MTX2	46
MTX3	46
MUC1	4
MUC12	16
MUC13	16
MUC15	9
MUC16	16
MUC17	1
MUC19	10
MUC2	38
MUC20	9
MUC21	9
MUC22	4
MUC3A	1
MUC4	10
MUC5AC	7
MUC5B	4
MUC6	4
MUC7	30
MUC8	30
MUCL1	30
MUCL3	1
MUL1	46
MUS81	26
MUSK	7
MUSTN1	16
MUTYH	49
MVB12A	4
MVB12B	4
MVD	57
MVK	57
MVP	1
MX1	7
MX2	7
MXD1	10
MXD3	4
MXD4	4
MXI1	10
MXRA5	23
MXRA7	16
MXRA8	16
MYADM	16
MYADML2	16
MYB	7
MYBBP1A	5
MYBL1	7
MYBL2	7
MYBPC1	31
MYBPC2	31
MYBPC3	31
MYBPH	4
MYBPHL	4
MYC	38
MYCBP	8
MYCBP2	41
MYCBPAP	1
MYCL	38
MYCN	10
MYCT1	16
MYD88	6
MYDGF	1
MYEF2	15
MYEOV	30
MYF5	4
MYF6	6
MYH1	15
MYH10	15
MYH11	15
MYH13	15
MYH14	15
MYH15	15
MYH2	15
MYH3	15
MYH4	15
MYH6	15
MYH7	15
MYH7B	15
MYH8	15
MYH9	15
MYL1	7
MYL10	7
MYL12A	7
MYL12B	7
MYL2	7
MYL3	7
MYL4	7
MYL5	7
MYL6	7
MYL6B	7
MYL7	7
MYL9	7
MYLIP	60
MYLK	7
MYLK2	7
MYLK3	7
MYLK4	7
MYLPF	7
MYMK	6
MYMX	9
MYNN	27
MYO10	15
MYO15A	15
MYO15B	15
MYO16	7
MYO18A	15
MYO18B	15
MYO19	15
MYO1A	15
MYO1B	15
MYO1C	15
MYO1D	15
MYO1E	15
MYO1F	15
MYO1G	15
MYO1H	15
MYO3A	7
MYO3B	7
MYO5A	15
MYO5B	15
MYO5C	15
MYO6	15
MYO7A	15
MYO7B	15
MYO9A	15
MYO9B	15
MYOC	6
MYOCD	4
MYOCOS	30
MYOD1	6
MYOF	49
MYOG	6
MYOM1	31
MYOM2	31
MYOM3	31
MYORG	3
MYOT	4
MYOZ1	16
MYOZ2	16
MYOZ3	16
MYPN	4
MYPOP	1
MYRF	38
MYRFL	38
MYRIP	6
MYSM1	7
MYT1	6
MYT1L	6
MYZAP	1
MZB1	1
MZF1	27
MZT1	5
MZT2A	1
MZT2B	1
N4BP1	13
N4BP2	3
N4BP2L1	4
N4BP2L2	13
N4BP3	1
N6AMT1	7
NAA10	7
NAA11	7
NAA15	15
NAA16	15
NAA20	7
NAA25	15
NAA30	3
NAA35	45
NAA38	5
NAA40	49
NAA50	3
NAA60	55
NAA80	10
NAAA	17
NAALAD2	59
NAALADL1	59
NAALADL2	59
NAB1	6
NAB2	6
NABP1	32
NABP2	32
NACA	7
NACA2	7
NACAD	7
NACC1	4
NACC2	17
NADK	26
NADK2	55
NADSYN1	2
NAE1	15
NAF1	57
NAGA	5
NAGK	32
NAGLU	55
NAGPA	32
NAGS	40
NAIF1	1
NAIP	38
NALCN	2
NAMPT	1
NANOG	4
NANOGNB	30
NANOGP8	4
NANOS1	4
NANOS2	4
NANOS3	4
NANP	48
NANS	6
NAP1L1	15
NAP1L2	2
NAP1L3	15
NAP1L4	15
NAP1L5	16
NAPA	7
NAPB	7
NAPEPLD	40
NAPG	14
NAPRT	55
NAPSA	26
NARF	7
NARS1	7
NARS2	7
NASP	39
NAT1	1
NAT10	7
NAT14	16
NAT16	1
NAT2	1
NAT8	1
NAT8L	1
NAT9	8
NATD1	4
NAV1	4
NAV2	34
NAV3	34
NAXD	3
NAXE	3
NBAS	46
NBDY	30
NBEA	7
NBEAL1	7
NBEAL2	7
NBL1	4
NBN	55
NBPF1	16
NBPF10	16
NBPF11	16
NBPF12	16
NBPF14	16
NBPF15	16
NBPF19	16
NBPF20	30
NBPF26	16
NBPF3	16
NBPF4	16
NBPF6	16
NBPF7	16
NBPF8	16
NBPF9	16
NBR1	46
NCALD	30
NCAM1	4
NCAM2	31
NCAN	35
NCAPD2	7
NCAPD3	5
NCAPG	57
NCAPG2	55
NCAPH	45
NCAPH2	55
NCBP1	2
NCBP2	7
NCBP2AS2	16
NCBP2L	7
NCBP3	31
NCCRP1	1
NCDN	44
NCEH1	5
NCF1	34
NCF2	20
NCF4	43
NCK1	20
NCK2	20
NCKAP1	32
NCKAP1L	32
NCKAP5	6
NCKAP5L	6
NCKIPSD	10
NCL	7
NCLN	32
NCMAP	16
NCOA1	4
NCOA2	4
NCOA3	4
NCOA4	1
NCOA5	4
NCOA6	6
NCOA7	7
NCOR1	26
NCOR2	26
NCR1	9
NCR2	9
NCR3	16
NCR3LG1	16
NCS1	7
NCSTN	23
ND1	50
ND2	50
ND3	50
ND4	50
ND4L	6
ND5	50
ND6	16
NDC1	38
NDC80	26
NDE1	44
NDEL1	44
NDFIP1	38
NDFIP2	4
NDN	10
NDNF	6
NDOR1	7
NDP	16
NDRG2	32
NDRG3	32
NDRG4	32
NDST1	17
NDST2	17
NDST3	17
NDST4	17
NDUFA1	16
NDUFA10	4
NDUFA11	1
NDUFA12	5
NDUFA13	29
NDUFA2	5
NDUFA3	16
NDUFA4	6
NDUFA4L2	6
NDUFA5	5
NDUFA6	5
NDUFA7	4
NDUFA8	5
NDUFA9	29
NDUFAB1	2
NDUFAF1	5
NDUFAF2	10
NDUFAF3	8
NDUFAF4	6
NDUFAF5	29
NDUFAF6	29
NDUFAF7	29
NDUFAF8	9
NDUFB1	16
NDUFB10	4
NDUFB11	6
NDUFB2	6
NDUFB3	6
NDUFB4	16
NDUFB5	6
NDUFB6	16
NDUFB7	32
NDUFB8	6
NDUFB9	5
NDUFC1	9
NDUFC2	16
NDUFC2-KCTD14	16
NDUFS1	29
NDUFS2	5
NDUFS3	5
NDUFS4	29
NDUFS5	16
NDUFS6	25
NDUFS7	9
NDUFS8	29
NDUFV1	29
NDUFV2	29
NDUFV3	9
NEB	20
NEBL	20
NECAB1	1
NECAB2	1
NECAB3	1
NECAP1	23
NECAP2	23
NECTIN1	6
NECTIN2	6
NECTIN3	6
NECTIN4	4
NEDD1	7
NEDD4	7
NEDD4L	7
NEDD8	7
NEDD8-MDP1	7
NEDD9	43
NEFH	6
NEFL	4
NEFM	4
NEGR1	4
NEIL1	1
NEIL2	1
NEIL3	31
NEK1	7
NEK10	7
NEK11	7
NEK2	7
NEK3	7
NEK4	7
NEK5	7
NEK6	7
NEK7	7
NEK8	7
NEK9	7
NELFA	4
NELFB	31
NELFCD	31
NELFE	10
NELL1	19
NELL2	19
NEMF	7
NEMP1	10
NEMP2	10
NENF	2
NEO1	31
NEPRO	6
NES	6
NET1	20
NETO1	4
NETO2	4
NEU1	1
NEU2	16
NEU3	16
NEU4	16
NEURL1	46
NEURL1B	8
NEURL2	4
NEURL3	13
NEURL4	17
NEUROD1	4
NEUROD2	4
NEUROD4	4
NEUROD6	4
NEUROG1	4
NEUROG2	4
NEUROG3	4
NEXMIF	16
NEXN	4
NF1	20
NF2	35
NFAM1	9
NFASC	4
NFAT5	6
NFATC1	6
NFATC2	6
NFATC2IP	1
NFATC3	6
NFATC4	6
NFE2	10
NFE2L1	10
NFE2L2	10
NFE2L3	10
NFE4	30
NFIA	4
NFIB	4
NFIC	4
NFIL3	4
NFIX	4
NFKB1	7
NFKB2	7
NFKBIA	7
NFKBIB	41
NFKBID	55
NFKBIE	41
NFKBIL1	1
NFKBIZ	41
NFRKB	48
NFS1	7
NFU1	7
NFX1	37
NFXL1	37
NFYA	45
NFYB	26
NFYC	26
NGB	1
NGDN	41
NGEF	20
NGF	16
NGFR	1
NGLY1	45
NGRN	6
NHEJ1	1
NHLH1	4
NHLH2	30
NHLRC1	4
NHLRC2	14
NHLRC3	10
NHLRC4	1
NHP2	7
NHS	6
NHSL1	16
NHSL2	16
NIBAN1	16
NIBAN2	16
NIBAN3	16
NICN1	1
NID1	19
NID2	19
NIF3L1	20
NIFK	7
NIM1K	7
NIN	4
NINJ1	6
NINJ2	6
NINL	4
NIP7	7
NIPA1	59
NIPA2	59
NIPAL1	59
NIPAL2	59
NIPAL3	59
NIPAL4	59
NIPBL	45
NIPSNAP1	34
NIPSNAP2	34
NIPSNAP3A	34
NIPSNAP3B	34
NISCH	7
NIT1	3
NIT2	3
NKAIN1	4
NKAIN2	4
NKAIN3	4
NKAIN4	4
NKAP	49
NKAPD1	1
NKAPL	49
NKD1	6
NKD2	6
NKG7	16
NKIRAS1	7
NKIRAS2	7
NKPD1	6
NKRF	10
NKTR	7
NKX1-1	4
NKX1-2	4
NKX2-1	32
NKX2-2	4
NKX2-3	4
NKX2-4	32
NKX2-5	4
NKX2-6	4
NKX2-8	4
NKX3-1	4
NKX3-2	32
NKX6-1	32
NKX6-2	32
NKX6-3	32
NLE1	7
NLGN1	11
NLGN2	11
NLGN3	11
NLGN4X	11
NLGN4Y	11
NLK	7
NLN	3
NLRC3	3
NLRC4	1
NLRC5	8
NLRP1	8
NLRP10	1
NLRP11	8
NLRP12	8
NLRP13	8
NLRP14	8
NLRP2	8
NLRP2B	30
NLRP3	8
NLRP4	8
NLRP5	8
NLRP6	1
NLRP7	8
NLRP8	8
NLRP9	8
NLRX1	8
NMB	9
NMBR	4
NMD3	7
NME1	7
NME1-NME2	7
NME2	7
NME3	7
NME4	7
NME5	3
NME6	56
NME7	7
NME8	7
NME9	3
NMI	16
NMNAT1	37
NMNAT2	37
NMNAT3	37
NMRAL1	1
NMRK1	43
NMRK2	43
NMS	16
NMT1	7
NMT2	7
NMU	16
NMUR1	4
NMUR2	4
NNAT	9
NNMT	16
NNT	17
NOA1	12
NOB1	7
NOBOX	4
NOC2L	2
NOC3L	3
NOC4L	3
NOCT	7
NOD1	8
NOD2	8
NODAL	4
NOG	1
NOL10	7
NOL11	10
NOL12	13
NOL3	9
NOL4	4
NOL4L	4
NOL6	3
NOL7	16
NOL8	5
NOL9	15
NOLC1	5
NOM1	15
NOMO1	32
NOMO2	32
NOMO3	32
NONO	7
NOP10	15
NOP14	45
NOP16	1
NOP2	7
NOP53	39
NOP56	7
NOP58	7
NOP9	45
NOS1	7
NOS1AP	10
NOS2	7
NOS3	7
NOSIP	49
NOSTRIN	20
NOTCH1	7
NOTCH2	7
NOTCH2NLA	19
NOTCH2NLB	19
NOTCH2NLC	19
NOTCH3	7
NOTCH4	7
NOTO	4
NOTUM	32
NOVA1	45
NOVA2	45
NOX1	29
NOX3	29
NOX4	29
NOX5	2
NOXA1	1
NOXO1	1
NOXRED1	1
NPAP1	9
NPAP1L	30
NPAS1	4
NPAS2	10
NPAS3	4
NPAS4	4
NPAT	1
NPB	16
NPBWR1	4
NPBWR2	4
NPC1	3
NPC1L1	3
NPC2	4
NPDC1	4
NPEPL1	8
NPEPPS	7
NPFF	16
NPFFR1	4
NPFFR2	4
NPHP1	34
NPHP3	8
NPHP4	58
NPHS1	4
NPHS2	29
NPIPA1	30
NPIPA2	9
NPIPA3	9
NPIPA5	9
NPIPA7	30
NPIPA8	30
NPIPB11	9
NPIPB12	9
NPIPB13	9
NPIPB15	30
NPIPB2	30
NPIPB3	9
NPIPB4	9
NPIPB5	9
NPIPB6	9
NPIPB8	9
NPL	21
NPLOC4	7
NPM1	1
NPM2	16
NPM3	4
NPNT	19
NPPA	16
NPPB	16
NPPC	16
NPR1	7
NPR2	7
NPR3	4
NPRL2	20
NPRL3	34
NPS	16
NPSR1	4
NPTN	4
NPTX1	6
NPTX2	6
NPTXR	6
NPVF	16
NPW	16
NPY	16
NPY1R	4
NPY2R	4
NPY4R	4
NPY4R2	4
NPY5R	4
NQO1	16
NQO2	16
NR0B1	10
NR0B2	4
NR1D1	4
NR1D2	4
NR1H2	4
NR1H3	4
NR1H4	4
NR1I2	4
NR1I3	4
NR2C1	4
NR2C2	4
NR2C2AP	1
NR2E1	4
NR2E3	4
NR2F1	4
NR2F2	4
NR2F6	4
NR3C1	4
NR3C2	4
NR4A1	4
NR4A2	4
NR4A3	4
NR5A1	4
NR5A2	4
NR6A1	4
NRAP	10
NRARP	23
NRAS	7
NRBF2	1
NRBP1	3
NRBP2	3
NRCAM	31
NRDC	2
NRDE2	5
NREP	9
NRF1	4
NRG1	6
NRG2	4
NRG3	16
NRG4	16
NRGN	9
NRIP1	16
NRIP2	16
NRIP3	48
NRK	7
NRL	4
NRM	6
NRN1	16
NRN1L	16
NRP1	19
NRP2	38
NRROS	3
NRSN1	1
NRSN2	1
NRTN	16
NRXN1	10
NRXN2	10
NRXN3	10
NSA2	7
NSD1	7
NSD2	7
NSD3	7
NSDHL	3
NSF	7
NSFL1C	15
NSG1	16
NSG2	16
NSL1	16
NSMAF	7
NSMCE1	45
NSMCE2	44
NSMCE3	44
NSMCE4A	57
NSMF	1
NSRP1	46
NSUN2	7
NSUN3	7
NSUN4	7
NSUN5	7
NSUN6	7
NSUN7	45
NT5C	16
NT5C1A	16
NT5C1B	16
NT5C1B-RDH14	7
NT5C2	14
NT5C3A	46
NT5C3B	46
NT5DC1	14
NT5DC2	14
NT5DC3	14
NT5DC4	14
NT5E	33
NT5M	16
NTAN1	48
NTF3	16
NTF4	16
NTHL1	7
NTM	4
NTMT1	3
NTN1	10
NTN3	10
NTN4	10
NTN5	10
NTNG1	10
NTNG2	10
NTPCR	48
NTRK1	7
NTRK2	7
NTRK3	7
NTS	16
NTSR1	4
NTSR2	4
NUAK1	7
NUAK2	7
NUB1	28
NUBP1	7
NUBP2	7
NUBPL	7
NUCB1	10
NUCB2	10
NUCKS1	16
NUDC	41
NUDCD1	44
NUDCD2	49
NUDCD3	41
NUDT1	17
NUDT10	25
NUDT11	25
NUDT12	3
NUDT13	52
NUDT14	4
NUDT15	17
NUDT16	16
NUDT16L1	16
NUDT17	1
NUDT18	10
NUDT19	4
NUDT2	6
NUDT21	49
NUDT22	48
NUDT3	25
NUDT4	25
NUDT4B	25
NUDT5	52
NUDT6	14
NUDT7	39
NUDT8	5
NUDT9	10
NUF2	48
NUFIP1	13
NUFIP2	16
NUGGC	16
NUMA1	1
NUMB	10
NUMBL	10
NUP107	45
NUP133	32
NUP153	13
NUP155	3
NUP160	5
NUP188	5
NUP205	5
NUP210	35
NUP210L	35
NUP214	57
NUP35	46
NUP37	8
NUP42	1
NUP43	15
NUP50	38
NUP54	45
NUP58	32
NUP62	45
NUP62CL	25
NUP85	5
NUP88	4
NUP93	45
NUP98	7
NUPR1	16
NUPR2	16
NUS1	43
NUSAP1	1
NUTF2	3
NUTM1	9
NUTM2A	9
NUTM2B	9
NUTM2D	9
NUTM2E	9
NUTM2F	9
NUTM2G	9
NVL	7
NWD1	3
NWD2	55
NXF1	20
NXF2	20
NXF2B	20
NXF3	38
NXF5	38
NXN	55
NXNL1	55
NXNL2	55
NXPE1	1
NXPE2	1
NXPE3	1
NXPE4	1
NXPH1	16
NXPH2	16
NXPH3	16
NXPH4	16
NXT1	44
NXT2	44
NYAP1	16
NYAP2	16
NYNRIN	44
NYX	23
OAF	6
OARD1	6
OAS1	1
OAS2	1
OAS3	1
OASL	7
OAT	3
OAZ1	4
OAZ2	4
OAZ3	6
OBI1	1
OBP2A	9
OBP2B	16
OBSCN	7
OBSL1	4
OC90	4
OCA2	28
OCEL1	6
OCIAD1	4
OCIAD2	6
OCLN	6
OCM	16
OCM2	16
OCRL	7
OCSTAMP	1
ODAM	16
ODAPH	30
ODC1	3
ODF1	9
ODF2	4
ODF2L	1
ODF3	4
ODF3B	4
ODF3L1	4
ODF3L2	56
ODF4	9
ODR4	55
OFCC1	9
OFD1	56
OGA	4
OGDH	2
OGDHL	2
OGFOD1	43
OGFOD2	48
OGFOD3	13
OGFR	35
OGFRL1	16
OGG1	7
OGN	13
OGT	7
OIP5	1
OIT3	19
OLA1	7
OLAH	1
OLFM1	6
OLFM2	6
OLFM3	6
OLFM4	6
OLFML1	6
OLFML2A	6
OLFML2B	6
OLFML3	6
OLIG1	4
OLIG2	4
OLIG3	4
OLR1	1
OMA1	45
OMD	23
OMG	23
OMP	16
ONECUT1	6
ONECUT2	6
ONECUT3	6
OOEP	9
OOSP2	9
OOSP4B	30
OPA1	7
OPA3	25
OPALIN	9
OPCML	4
OPHN1	57
OPLAH	2
OPN1LW	4
OPN1MW	4
OPN1MW2	4
OPN1MW3	4
OPN1SW	4
OPN3	4
OPN4	4
OPN5	4
OPRD1	4
OPRK1	4
OPRL1	4
OPRM1	4
OPRPN	30
OPTC	13
OPTN	1
OR10A2	4
OR10A3	4
OR10A4	1
OR10A5	1
OR10A6	4
OR10A7	4
OR10AC1	16
OR10AD1	16
OR10AG1	16
OR10C1	4
OR10D3	1
OR10G2	1
OR10G3	4
OR10G4	4
OR10G6	1
OR10G7	4
OR10G8	1
OR10G9	4
OR10H1	6
OR10H2	6
OR10H3	6
OR10H4	4
OR10H5	6
OR10J1	1
OR10J3	1
OR10J4	16
OR10J5	4
OR10K1	4
OR10K2	16
OR10P1	1
OR10Q1	6
OR10R2	16
OR10S1	6
OR10T2	16
OR10V1	4
OR10W1	16
OR10X1	16
OR10Z1	16
OR11A1	4
OR11G2	1
OR11H1	1
OR11H12	1
OR11H2	1
OR11H4	1
OR11H6	1
OR11L1	4
OR12D1	1
OR12D2	1
OR12D3	4
OR13A1	4
OR13C2	4
OR13C3	1
OR13C4	1
OR13C5	4
OR13C8	1
OR13C9	4
OR13D1	1
OR13F1	1
OR13G1	4
OR13H1	4
OR13J1	6
OR14A16	4
OR14A2	4
OR14C36	4
OR14I1	4
OR14J1	4
OR14K1	16
OR1A1	4
OR1A2	4
OR1B1	4
OR1C1	4
OR1D2	4
OR1D5	4
OR1E1	4
OR1E2	1
OR1E3	16
OR1F1	4
OR1F12	4
OR1G1	4
OR1I1	6
OR1J1	4
OR1J2	4
OR1J4	4
OR1K1	1
OR1L1	6
OR1L3	1
OR1L4	4
OR1L6	4
OR1L8	1
OR1M1	4
OR1N1	6
OR1N2	4
OR1Q1	1
OR1S1	1
OR1S2	1
OR2A1	4
OR2A12	4
OR2A14	4
OR2A2	4
OR2A25	4
OR2A4	16
OR2A42	4
OR2A5	4
OR2A7	16
OR2AE1	6
OR2AG1	4
OR2AG2	4
OR2AJ1	4
OR2AK2	4
OR2AP1	1
OR2B11	4
OR2B2	1
OR2B3	4
OR2B6	6
OR2C1	4
OR2C3	4
OR2D2	4
OR2D3	4
OR2F1	6
OR2F2	1
OR2G2	16
OR2G3	4
OR2G6	6
OR2H1	4
OR2H2	6
OR2J1	4
OR2J2	4
OR2J3	4
OR2K2	1
OR2L13	1
OR2L2	6
OR2L3	4
OR2L5	4
OR2L8	4
OR2M2	4
OR2M3	4
OR2M4	4
OR2M5	6
OR2M7	4
OR2S2	4
OR2T1	4
OR2T10	4
OR2T11	16
OR2T12	4
OR2T2	4
OR2T27	4
OR2T29	4
OR2T3	4
OR2T33	4
OR2T34	4
OR2T35	1
OR2T4	4
OR2T5	4
OR2T6	1
OR2T7	4
OR2T8	4
OR2V1	4
OR2V2	4
OR2W1	6
OR2W3	1
OR2W5	6
OR2Y1	1
OR2Z1	1
OR3A1	4
OR3A2	1
OR3A3	1
OR4A15	4
OR4A16	16
OR4A47	1
OR4A5	1
OR4B1	1
OR4C11	4
OR4C12	1
OR4C13	1
OR4C15	4
OR4C16	4
OR4C3	1
OR4C45	16
OR4C46	16
OR4C5	16
OR4C6	4
OR4D1	4
OR4D10	4
OR4D11	4
OR4D2	4
OR4D5	4
OR4D6	4
OR4D9	4
OR4E1	4
OR4E2	6
OR4F15	1
OR4F16	4
OR4F17	4
OR4F21	4
OR4F29	4
OR4F3	4
OR4F4	4
OR4F5	4
OR4F6	4
OR4K1	4
OR4K13	4
OR4K14	4
OR4K15	4
OR4K17	4
OR4K2	4
OR4K3	4
OR4K5	4
OR4L1	4
OR4M1	6
OR4M2	1
OR4N2	1
OR4N4	1
OR4N5	1
OR4P4	1
OR4Q3	1
OR4S1	4
OR4S2	4
OR4X1	1
OR4X2	1
OR51A2	1
OR51A4	4
OR51A7	1
OR51B2	1
OR51B4	16
OR51B5	4
OR51B6	1
OR51D1	16
OR51E1	4
OR51E2	4
OR51F1	4
OR51F2	4
OR51G1	4
OR51G2	6
OR51H1	16
OR51I1	4
OR51I2	1
OR51J1	16
OR51L1	4
OR51M1	4
OR51Q1	16
OR51S1	1
OR51T1	4
OR51V1	4
OR52A1	1
OR52A5	1
OR52B2	4
OR52B4	1
OR52B6	6
OR52D1	1
OR52E1	16
OR52E2	16
OR52E4	4
OR52E5	4
OR52E6	1
OR52E8	1
OR52H1	6
OR52I1	4
OR52I2	1
OR52J3	1
OR52K1	4
OR52K2	1
OR52L1	4
OR52M1	4
OR52N1	1
OR52N2	1
OR52N4	1
OR52N5	16
OR52R1	16
OR52W1	1
OR52Z1	4
OR56A1	1
OR56A3	1
OR56A4	1
OR56A5	1
OR56B1	1
OR56B4	1
OR5A1	16
OR5A2	16
OR5AC2	16
OR5AK2	1
OR5AL1	16
OR5AN1	1
OR5AP2	16
OR5AR1	1
OR5AS1	1
OR5AU1	16
OR5B12	1
OR5B17	1
OR5B2	1
OR5B21	1
OR5B3	16
OR5C1	1
OR5D13	4
OR5D14	1
OR5D16	16
OR5D18	16
OR5F1	1
OR5H1	4
OR5H14	4
OR5H15	4
OR5H2	1
OR5H6	1
OR5I1	6
OR5J2	16
OR5K1	4
OR5K2	4
OR5K3	16
OR5K4	1
OR5L1	16
OR5L2	16
OR5M1	1
OR5M10	1
OR5M11	1
OR5M3	1
OR5M8	1
OR5M9	16
OR5P2	16
OR5P3	1
OR5R1	1
OR5T1	1
OR5T2	1
OR5T3	16
OR5V1	4
OR5W2	16
OR6A2	1
OR6B1	6
OR6B2	16
OR6B3	1
OR6C1	1
OR6C2	1
OR6C3	4
OR6C4	1
OR6C6	6
OR6C65	1
OR6C68	4
OR6C70	6
OR6C74	4
OR6C75	4
OR6C76	1
OR6F1	1
OR6J1	6
OR6K2	1
OR6K3	16
OR6K6	16
OR6M1	4
OR6N1	1
OR6N2	1
OR6P1	16
OR6Q1	1
OR6S1	4
OR6T1	4
OR6V1	4
OR6X1	1
OR6Y1	1
OR7A10	4
OR7A17	4
OR7A5	4
OR7C1	4
OR7C2	4
OR7D2	4
OR7D4	4
OR7E24	4
OR7G1	4
OR7G2	4
OR7G3	1
OR8A1	4
OR8B12	16
OR8B2	1
OR8B3	1
OR8B4	1
OR8B8	16
OR8D1	1
OR8D2	6
OR8D4	1
OR8G1	1
OR8G2P	16
OR8G5	16
OR8H1	1
OR8H2	6
OR8H3	4
OR8I2	1
OR8J1	16
OR8J3	16
OR8K1	1
OR8K3	1
OR8K5	6
OR8S1	16
OR8U1	1
OR8U8	1
OR8U9	1
OR9A2	6
OR9A4	6
OR9G1	16
OR9G4	1
OR9G9	16
OR9I1	16
OR9K2	6
OR9Q1	4
OR9Q2	1
ORAI1	10
ORAI2	10
ORAI3	10
ORC1	7
ORC2	26
ORC3	39
ORC4	26
ORC5	26
ORC6	48
ORM1	9
ORM2	9
ORMDL1	45
ORMDL2	45
ORMDL3	45
OS9	45
OSBP	26
OSBP2	26
OSBPL10	26
OSBPL11	26
OSBPL1A	7
OSBPL2	26
OSBPL3	26
OSBPL5	26
OSBPL6	26
OSBPL7	26
OSBPL8	26
OSBPL9	26
OSCAR	16
OSCP1	56
OSER1	1
OSGEP	7
OSGEPL1	7
OSGIN1	4
OSGIN2	4
OSM	9
OSMR	4
OSR1	53
OSR2	27
OST4	16
OSTC	32
OSTF1	7
OSTM1	4
OSTN	16
OTC	7
OTOA	16
OTOF	49
OTOG	4
OTOGL	4
OTOL1	18
OTOP1	6
OTOP2	6
OTOP3	6
OTOR	1
OTOS	16
OTP	34
OTUB1	8
OTUB2	8
OTUD1	8
OTUD3	41
OTUD4	29
OTUD5	29
OTUD6A	26
OTUD6B	26
OTUD7A	4
OTUD7B	4
OTULIN	16
OTULINL	16
OTX1	34
OTX2	34
OVCA2	3
OVCH1	22
OVCH2	22
OVGP1	39
OVOL1	53
OVOL2	53
OVOL3	53
OXA1L	2
OXCT1	33
OXCT2	33
OXER1	4
OXGR1	4
OXLD1	9
OXNAD1	38
OXR1	7
OXSM	2
OXSR1	7
OXT	1
OXTR	4
P2RX1	1
P2RX2	1
P2RX3	1
P2RX4	1
P2RX5	1
P2RX6	1
P2RX7	1
P2RY1	4
P2RY10	4
P2RY11	4
P2RY12	4
P2RY13	4
P2RY14	4
P2RY2	4
P2RY4	4
P2RY6	4
P2RY8	4
P3H1	55
P3H2	55
P3H3	55
P3H4	6
P3R3URF	9
P3R3URF-PIK3R3	10
P4HA1	51
P4HA2	51
P4HA3	51
P4HB	7
P4HTM	51
PA2G4	7
PAAF1	7
PABPC1	7
PABPC1L	7
PABPC1L2A	7
PABPC1L2B	7
PABPC3	7
PABPC4	7
PABPC4L	7
PABPC5	7
PABPN1	7
PABPN1L	7
PACC1	16
PACRG	56
PACRGL	56
PACS1	10
PACS2	10
PACSIN1	20
PACSIN2	20
PACSIN3	20
PADI1	16
PADI2	16
PADI3	16
PADI4	16
PADI6	16
PAEP	9
PAF1	5
PAFAH1B1	7
PAFAH1B2	1
PAFAH1B3	1
PAFAH2	33
PAG1	16
PAGE1	30
PAGE2	30
PAGE2B	30
PAGE3	30
PAGE4	30
PAGE5	30
PAGR1	1
PAH	33
PAICS	45
PAIP1	5
PAIP2	6
PAIP2B	6
PAK1	7
PAK1IP1	7
PAK2	7
PAK3	7
PAK4	7
PAK5	7
PAK6	7
PALB2	16
PALD1	42
PALLD	4
PALM	16
PALM2AKAP2	16
PALM3	16
PALMD	16
PAM	31
PAM16	45
PAMR1	17
PAN2	7
PAN3	36
PANK1	7
PANK2	7
PANK3	7
PANK4	7
PANO1	30
PANX1	16
PANX2	16
PANX3	16
PAOX	2
PAPLN	19
PAPOLA	7
PAPOLB	7
PAPOLG	7
PAPPA	4
PAPPA2	4
PAPSS1	45
PAPSS2	45
PAQR3	26
PAQR4	26
PAQR5	37
PAQR6	1
PAQR7	37
PAQR8	25
PAQR9	25
PARD3	10
PARD3B	10
PARD6A	10
PARD6B	10
PARD6G	10
PARG	12
PARK7	8
PARL	45
PARM1	16
PARN	8
PARP1	12
PARP10	17
PARP11	17
PARP12	17
PARP14	41
PARP15	46
PARP16	1
PARP2	12
PARP3	12
PARP4	12
PARP6	1
PARP8	1
PARP9	41
PARPBP	1
PARS2	26
PARVA	38
PARVB	38
PARVG	38
PASD1	6
PASK	7
PATE1	9
PATE2	9
PATE3	9
PATE4	9
PATJ	10
PATL1	5
PATL2	38
PATZ1	27
PAWR	16
PAX1	4
PAX2	4
PAX3	34
PAX4	10
PAX5	4
PAX6	43
PAX7	34
PAX8	4
PAX9	4
PAXBP1	46
PAXIP1	49
PAXX	16
PBDC1	43
PBK	7
PBLD	52
PBOV1	30
PBRM1	7
PBX1	45
PBX2	45
PBX3	10
PBX4	45
PBXIP1	16
PC	3
PCARE	16
PCBD1	33
PCBD2	33
PCBP1	45
PCBP2	45
PCBP3	45
PCBP4	45
PCCA	2
PCCB	3
PCDH1	13
PCDH10	13
PCDH11X	13
PCDH11Y	13
PCDH12	13
PCDH15	13
PCDH17	13
PCDH18	13
PCDH19	13
PCDH20	13
PCDH7	13
PCDH8	13
PCDH9	13
PCDHA@	13
PCDHA10	13
PCDHA11	13
PCDHA12	13
PCDHA13	13
PCDHA2	13
PCDHA3	13
PCDHA4	13
PCDHA5	13
PCDHA6	13
PCDHA7	13
PCDHA8	13
PCDHA9	13
PCDHAC1	13
PCDHAC2	13
PCDHB1	13
PCDHB10	13
PCDHB11	13
PCDHB12	13
PCDHB13	13
PCDHB14	13
PCDHB15	13
PCDHB16	13
