Gene_name,Protein_interaction_score,Genetic_interaction_score,Single_cell_score,Cluster_score,Motif_score,Publication_score,Protein_atlas_score,Total_score,Norm_total_score,Weighted_total_scores,Seq
ENOSF1,0,0,0.236085180735448,0.0239678899082569,0,0.00618783122849552,0,0.743838153254386,0.456926350082639,0.2662409018722,4377
RUSC2,0.0150593530767078,0,0,0.239678899082569,0,0.011491686567206,0,5.61907917091403,0.530987983562421,0.266229938726483,4378
ENPP4,0,0,0.125869881936129,0.0239678899082569,0,0.116390158821701,0,1.51028725608105,0.384075086416049,0.266227930666087,4379
LAMP3,-0.0108816925536141,0,0,0.239678899082569,0,0.0374216460009015,0,5.07253440366972,0.524963046148622,0.266218852529856,4380
FBXO47,0.00612352183196288,0,0,0.239678899082569,0,0.0203314454650567,0,5.37361796453161,0.528817051662838,0.266133866379588,4381
L1CAM,0.0426506153571095,0,0.119540898210957,0.0479357798165138,0,0.055985139686388,0,3.03485815752759,0.414837936150952,0.266112433070968,4382
H1-8,0.00607387480046474,0,0,0.239678899082569,0,0.0203314454650567,0,5.37187190420812,0.528754126936869,0.26608421934809,4383
GREB1L,0.0113734974285625,0,0,0.239678899082569,0,0.0150275901263463,0,5.51697247706422,0.529978261693553,0.266079986637478,4384
THAP5,0.0263806770259303,0,0,0.239678899082569,0,0,0,5.92779471544715,0.533435974370075,0.266059576108499,4385
SF3B1,0.0218081826270656,0.0203873598369011,0.125869881936129,0.0239678899082569,0,0.0739593161120179,0,2.16921671019959,0.589995281745799,0.26599263042037,4386
NEUROG1,0.000952326339712175,0,0,0.239678899082569,0,0.0253406421738388,0,5.23074052938853,0.527450533678211,0.26597186759612,4387
GPR22,0.00595487392778357,0,0,0.239678899082569,0,0.0203314454650567,0,5.36768670529535,0.528603300249401,0.265965218475409,4388
CASP1,0.0262733365843632,0,0,0.239678899082569,0,0,0,5.92401960784314,0.533299926601112,0.265952235666932,4389
RC3H2,-0.0349288266088151,-0.0122324159021407,0,0.239678899082569,0,0.0733699988521612,0,4.73560835812886,0.398380541513618,0.265887655423774,4390
PPP5C,0.0275236480707725,0,0,0.0239678899082569,0.061750209036768,0.15263317030289,0,3.33477861102477,0.512186941892404,0.265874917318687,4391
FAM185A,0.00832383072912907,0,0.119540898210957,0.0958715596330275,0,0.0421361840797552,0,2.71980479780841,0.45698834604932,0.265872472652869,4392
UGT3A2,-0.0431969143566741,0,0.233823462337999,0.0239678899082569,0,0.0512706016075343,0,0.224511969306685,0.445028816581123,0.265865039497116,4393
ZSWIM3,0.0024045532523527,0,0.119540898210957,0.143807339449541,0,0,0,3.18364523057285,0.505848532692797,0.265752790912851,4394
FBXO17,-0.0331632534967285,0,0,0.239678899082569,0,0.0592263846156,0,4.79434250764526,0.519304092632027,0.26574203020144,4395
CAAP1,0.0259715399918575,0,0,0.239678899082569,0,0,0,5.91340557836271,0.532917416966424,0.265650439074426,4396
KIRREL1,0.0258488577921876,0,0,0.239678899082569,0,0,0,5.90909090909091,0.532761924411028,0.265527756874756,4397
RTN1,-0.0600260160668131,0,0,0.0239678899082569,0.161326438081861,0.140257507845898,0,2.15824720271652,0.822558590782089,0.265525819769203,4398
PLA2G2E,-0.0278137486366686,0,0,0.239678899082569,0,0.0536278706469612,0,4.85830332865464,0.520286293061657,0.265493021092861,4399
FAM78A,0.00546086184789708,0,0,0.239678899082569,0,0.0203314454650567,0,5.3503125569126,0.527977168659778,0.265471206395523,4400
PROCR,0.0455263928408273,0,0,0.143807339449541,0,0.0760219265215164,0,5.19288272040566,0.436432602273753,0.265355658811885,4401
STMN2,-0.0165816267483643,0,0,0.239678899082569,0,0.0421361840797552,0,4.99464831804281,0.522621225443264,0.26523345641396,4402
DRAM2,-0.0248724401225464,0,0.125869881936129,0.0958715596330275,0,0.0683608021433791,0,2.13643404507188,0.452810098215367,0.265229803589989,4403
CENPI,0.0105228061751885,0,0,0.239678899082569,0,0.0150275901263463,0,5.48705410732027,0.528900059988695,0.265229295384104,4404
LIN7C,0.0364419814760113,0,0,0.0958715596330275,0,0.13289104209769,0,4.31604923934502,0.383813970127814,0.265204583206728,4405
BTBD3,-0.0298469281470556,0,0.11021529879932,0.0239678899082569,0.0680313600832766,0.0928174684274328,0,1.4615767139596,0.591892027929229,0.26518508907123,4406
RBM11,0.0223581573381999,0,0.119540898210957,0.0239678899082569,0,0.0992999582858567,0,2.15833890715512,0.383976527328545,0.26516690374327,4407
FCRL2,0.0254698355139041,0,0,0.239678899082569,0,0,0,5.89576089233347,0.532281535709483,0.265148734596473,4408
SYT17,0.0334434983911303,0,0,0.0479357798165138,0.127448513024785,0.0562797983163164,0,4.01508402722122,0.756348223393022,0.265107589548745,4409
MRE11,0.0813965870966933,0,0,0.0239678899082569,0,0.15970497742117,0,4.6057949771263,0.31856062030228,0.26506945442612,4410
DNMT3L,0.0253622910572758,0,0,0.239678899082569,0,0,0,5.89197860962567,0.532145229363291,0.265041190139845,4411
FRAT1,0.0838047178946714,0,0,0.143807339449541,0,0.0374216460009015,0,6.23865282472236,0.44497256636796,0.265033703345114,4412
DMRTB1,0,0,0,0.239678899082569,0,0.0253406421738388,0,5.19724770642202,0.526243515410436,0.265019541256408,4413
TPRX1,0,0,0,0.239678899082569,0,0.0253406421738388,0,5.19724770642202,0.526243515410436,0.265019541256408,4414
CKAP2L,0.0189558290476042,0,0,0.143807339449541,0,0.10224654458514,0,4.46253822629969,0.429914944344306,0.265009713082286,4415
OLFM3,0.025274438730139,0,0,0.239678899082569,0,0,0,5.88888888888889,0.532033881646339,0.264953337812708,4416
WFIKKN1,-0.00128194301866997,0,0,0.239678899082569,0,0.0265192766935522,0,5.18065166746319,0.525839355789584,0.264916232757451,4417
ZNF592,0.00489858529598615,0,0,0.239678899082569,0,0.0203314454650567,0,5.33053758248833,0.527264515820728,0.264908929843612,4418
TSSK1B,0.0314125167074585,0,0,0.0239678899082569,0,0.209502285879063,0,3.23549584971603,0.306780276487596,0.264882692494778,4419
SH3TC1,-0.0122180407619526,0,0,0.239678899082569,0,0.0374216460009015,0,5.04567036858201,0.523269302489216,0.264882504321518,4420
C5orf51,0.0251804463056347,0,0,0.239678899082569,0,0,0,5.88558322411533,0.531914751712956,0.264859345388204,4421
MED28,-0.0108816925536141,0,0,0.239678899082569,0,0.0359483528512597,0,5.06106651376147,0.523437260368945,0.264745559380214,4422
TMEM54,0.00135398778911459,0,0.119540898210957,0.143807339449541,0,0,0,3.14669738863287,0.50451700204753,0.264702225449613,4423
EMB,0,0,0.11021529879932,0.143807339449541,0,0.0106077106774209,0,3.1739178696504,0.497965697600065,0.264630348926282,4424
CTAGE15,-0.0139658086249592,0,0,0.239678899082569,0,0.0388949391505433,0,5.02200363047638,0.522579894116942,0.264608029608153,4425
UNC45A,0.205864643370777,0.0196592398427261,0,0.0239678899082569,0,0.0150275901263463,0,8.07141082386502,0.54077019583626,0.264519363248106,4426
DLG2,0.000842481291004634,0,0,0.0239678899082569,0.161326438081861,0.0783791955609432,0,2.91290272170016,0.835622869570584,0.264516004842066,4427
G6PC3,-0.0111347551711399,0,0,0.239678899082569,0,0.0359483528512597,0,5.05597930445914,0.523116518214174,0.264492496762689,4428
NPDC1,0.0248105249685934,0,0,0.239678899082569,0,0,0,5.87257328273662,0.53144589792531,0.264489424051162,4429
DAZAP2,-0.00519722629426346,0,0.125869881936129,0.143807339449541,0,0,0,2.99984634138846,0.506950827657944,0.264479995091406,4430
NKAIN4,0.0246565158714793,0,0,0.239678899082569,0,0,0,5.8671568627451,0.531250700348735,0.264335414954048,4431
SATB2,0.0151646632380834,0,0,0.239678899082569,0,0.00942907615770746,0,5.60672782874618,0.528985357977733,0.26427263847836,4432
NAPEPLD,0.0156857408766122,0,0,0.0239678899082569,0,0.224529876005409,0,2.79936578538076,0.302410517422131,0.264183506790278,4433
ADPRHL1,0,0,0,0.239678899082569,0,0.0244566662840537,0,5.19036697247706,0.52532804394263,0.264135565366623,4434
ARRDC1,0,0,0,0.239678899082569,0,0.0244566662840537,0,5.19036697247706,0.52532804394263,0.264135565366623,4435
CACNG5,0,0,0,0.239678899082569,0,0.0244566662840537,0,5.19036697247706,0.52532804394263,0.264135565366623,4436
HOMER3,0.0235700769078763,0,0,0.0958715596330275,0,0.144677387294824,0,3.95509415741188,0.37970586569166,0.264119023835728,4437
CDON,0.0170602461428438,0,0.119540898210957,0.0479357798165138,0,0.0795578300806567,0,2.3183443960597,0.406816203458859,0.264094754250971,4438
HELB,0.0243717802040626,0,0,0.239678899082569,0,0,0,5.85714285714286,0.530889814444684,0.264050679286631,4439
ZNF608,0.0243717802040626,0,0,0.239678899082569,0,0,0,5.85714285714286,0.530889814444684,0.264050679286631,4440
SLC5A3,0.0726877655208884,0,0,0.0958715596330275,0,0.095469396096788,0,5.29951024349865,0.390998435287886,0.264028721250704,4441
SOCS2,-0.0469502240515482,0,0,0.239678899082569,0.0338779250570762,0.0374216460009015,0,4.71982537136655,0.626956032731488,0.264028246088998,4442
PPP1R2,0.0600040204962589,0,0,0.0958715596330275,0,0.108139717183707,0,4.95205336897234,0.388044283601423,0.264015297312994,4443
FBN2,0.0384860771572571,0,0,0.0239678899082569,0,0.201546502870997,0,3.42234269298489,0.307506359893948,0.264000469936511,4444
PEX1,0.0918003721019691,0,0,0.0239678899082569,0,0.148213290853964,0,4.88224115334207,0.319845683843769,0.26398155286419,4445
CDCA2,0.0468014091645441,0,0,0.143807339449541,0,0.0733699988521612,0,5.21708218074992,0.43530219693179,0.263978747466247,4446
TGFBR3,0.0242979263246563,0,0,0.239678899082569,0,0,0,5.85454545454545,0.530796208946367,0.263976825407225,4447
LAPTM4A,0.0242509336936919,0,0,0.239678899082569,0,0,0,5.8528927481107,0.530736648518749,0.263929832776261,4448
EFNB1,0.0242333041801759,0,0,0.239678899082569,0,0,0,5.85227272727273,0.530714304135339,0.263912203262745,4449
AJM1,0.0127356420811262,0,0,0.239678899082569,0,0.011491686567206,0,5.53735546155631,0.528042814974997,0.263906227730901,4450
RIF1,-0.0250840604298851,0,0,0.239678899082569,0,0.0492079911980358,0,4.87877341062721,0.519168656821923,0.26380282985072,4451
BDKRB1,0.00376916590929992,0,0,0.239678899082569,0,0.0203314454650567,0,5.29081648899778,0.525833042412021,0.263779510456925,4452
TMEM121B,0.00373372390331599,0,0,0.239678899082569,0,0.0203314454650567,0,5.28957001204708,0.525788121730018,0.263744068450942,4453
INTS8,0.0337619510537071,0,0,0.0958715596330275,0.0656983039880169,0.0683608021433791,0,4.44160773647708,0.600032375621188,0.263692616818131,4454
FZD10,-0.0226885488858951,0.00241429261226461,0,0.239678899082569,0,0.0441987944892537,0,4.91425431593258,0.543332946252788,0.263603437298192,4455
CNNM4,0.0831386440413454,0,0,0.0239678899082569,0,0.156463732491958,0,4.64183285768094,0.317411847481958,0.26357026644156,4456
R3HCC1L,0.171749455606968,0,0,0.0239678899082569,0,0.0677714848835224,0,7.06786212557553,0.337868595413487,0.263488830398747,4457
P2RY4,0.00345943880118777,0,0,0.239678899082569,0,0.0203314454650567,0,5.27992354740061,0.525440481309879,0.263469783348813,4458
CLASP2,0.117215471465631,0,0,0.0239678899082569,0,0.122283331420269,0,5.57424214130254,0.325204014942848,0.263466692794157,4459
PGLS,0.00430837565916503,-0.018348623853211,0,0.0239678899082569,0,0.173259274397875,0.0802752293577982,2.05014718844632,0.284893023350995,0.263462145469884,4460
RPS27A,0.00727728195315202,0,0,0.0239678899082569,0,0.232191000383546,0,2.56327767782545,0.299687370654854,0.263436172244955,4461
GADD45B,0.0236947863095053,0,0,0.239678899082569,0,0,0,5.83333333333333,0.530031764043443,0.263373685392074,4462
PLAAT4,-0.0137343168195311,0,0,0.239678899082569,0,0.0374216460009015,0,5.01518932108309,0.52134751074182,0.263366228263939,4463
BMERB1,0,0,0.119540898210957,0.143807339449541,0,0,0,3.09907834101382,0.502800901245047,0.263348237660498,4464
C16orf86,0,0,0.119540898210957,0.143807339449541,0,0,0,3.09907834101382,0.502800901245047,0.263348237660498,4465
C16orf90,0,0,0.119540898210957,0.143807339449541,0,0,0,3.09907834101382,0.502800901245047,0.263348237660498,4466
CXCL13,0,0,0.119540898210957,0.143807339449541,0,0,0,3.09907834101382,0.502800901245047,0.263348237660498,4467
DPPA5,0,0,0.119540898210957,0.143807339449541,0,0,0,3.09907834101382,0.502800901245047,0.263348237660498,4468
FAM83E,0,0,0.119540898210957,0.143807339449541,0,0,0,3.09907834101382,0.502800901245047,0.263348237660498,4469
FSBP,0,0,0.119540898210957,0.143807339449541,0,0,0,3.09907834101382,0.502800901245047,0.263348237660498,4470
LCORL,0,0,0.119540898210957,0.143807339449541,0,0,0,3.09907834101382,0.502800901245047,0.263348237660498,4471
LRRC75A,0,0,0.119540898210957,0.143807339449541,0,0,0,3.09907834101382,0.502800901245047,0.263348237660498,4472
PLAC1,0,0,0.119540898210957,0.143807339449541,0,0,0,3.09907834101382,0.502800901245047,0.263348237660498,4473
SCGB1C1,0,0,0.119540898210957,0.143807339449541,0,0,0,3.09907834101382,0.502800901245047,0.263348237660498,4474
SGO2,0,0,0.119540898210957,0.143807339449541,0,0,0,3.09907834101382,0.502800901245047,0.263348237660498,4475
SHFL,0,0,0.119540898210957,0.143807339449541,0,0,0,3.09907834101382,0.502800901245047,0.263348237660498,4476
TMEM125,0,0,0.119540898210957,0.143807339449541,0,0,0,3.09907834101382,0.502800901245047,0.263348237660498,4477
TMEM215,0,0,0.119540898210957,0.143807339449541,0,0,0,3.09907834101382,0.502800901245047,0.263348237660498,4478
MUSTN1,0.00250060929791774,0,0,0.143807339449541,0,0.116979476081558,0,3.99849558952955,0.424316767807166,0.263287424829017,4479
RFPL4B,0.0235887397134348,0,0,0.239678899082569,0,0,0,5.82960372960373,0.529897356148423,0.263267638796004,4480
VGLL2,-0.0221197590022645,0,0,0.239678899082569,0,0.0456720876388955,0,4.91084055553541,0.519263850667102,0.2632312277192,4481
NPM3,-0.0124362200612732,0,0,0.239678899082569,0,0.0359483528512597,0,5.02981651376147,0.521466987132494,0.263191031872555,4482
INSC,0.0167174810836209,0,0,0.239678899082569,0,0.00677714848835224,0,5.64069742439194,0.528207049913427,0.263173528654542,4483
SPOCK1,-0.0139731923160226,0,0,0.239678899082569,0,0.0374216460009015,0,5.01038730939235,0.521044749938127,0.263127352767448,4484
MAGEA6,0.0232571269000149,0,0,0.239678899082569,0,0,0,5.81794107911288,0.529477056187228,0.262936025982584,4485
KRT73,0.0126372193650695,0,0,0.239678899082569,0,0.0106077106774209,0,5.52701325178389,0.52700259843684,0.262923829125059,4486
TFPI,-0.0128749360059655,-0.0131061598951507,0,0.239678899082569,0,0.0492079911980358,0,4.9813510615371,0.391785869339283,0.262905794379488,4487
C16orf87,0.0232208905833152,0,0,0.239678899082569,0,0,0,5.81666666666667,0.529431128762574,0.262899789665884,4488
OR51M1,0.00286684560773024,0,0,0.239678899082569,0,0.0203314454650567,0,5.25908235243206,0.524689403890264,0.262877190155356,4489
MC4R,0.00285841866590858,0,0,0.239678899082569,0,0.0203314454650567,0,5.25878598126305,0.524678723231443,0.262868763213534,4490
OR5H6,0.00284337435714064,0,0,0.239678899082569,0,0.0203314454650567,0,5.25825688073394,0.524659655444749,0.262853718904766,4491
CCDC9,0.00283438367934878,0,0,0.239678899082569,0,0.0203314454650567,0,5.25794068326352,0.524648260283362,0.262844728226974,4492
RFPL4A,0,0,0,0.143807339449541,0,0.0386002805206149,0.0802752293577982,3.55045871559633,0.589975587427525,0.262682849327954,4493
RFPL4AL1,0,0,0,0.143807339449541,0,0.0386002805206149,0.0802752293577982,3.55045871559633,0.589975587427525,0.262682849327954,4494
BEAN1,0.00105746421120619,0,0,0.143807339449541,0,0.0374216460009015,0.0802752293577982,3.57847487099425,0.59009523321101,0.262561679019447,4495
SNX3,0.00546802760988584,0,0.125869881936129,0.0239678899082569,0,0.107255741293922,0,1.63149403095755,0.381545621669003,0.262561540748194,4496
NKX3-1,-0.0145594771449052,0,0,0.239678899082569,0,0.0374216460009015,0,4.99860147684046,0.520301668003846,0.262541067938565,4497
EBLN2,0.0228485439413087,0,0,0.239678899082569,0,0,0,5.80357142857143,0.528959201041891,0.262527443023877,4498
GPR142,0.00250060929791774,0,0,0.239678899082569,0,0.0203314454650567,0,5.2462020115479,0.524225220660385,0.262510953845543,4499
SIN3A,0.0146064117927301,0,0.11021529879932,0.0239678899082569,0.0680313600832766,0.0456720876388955,0,2.20830415671243,0.59940890685675,0.262493048222479,4500
STMN3,0.00245410286777019,0,0,0.239678899082569,0,0.0203314454650567,0,5.24456640454347,0.524166276464036,0.262464447415396,4501
C12orf45,0.0491128298051564,0,0,0.143807339449541,0,0.0695394366630925,0,5.26855713094245,0.434264745181686,0.26245960591779,4502
IL32,0.0227469948571251,0,0,0.239678899082569,0,0,0,5.8,0.528830493481705,0.262425893939694,4503
SPIDR,0.0227469948571251,0,0,0.239678899082569,0,0,0,5.8,0.528830493481705,0.262425893939694,4504
MTIF2,-0.104464248514695,0,0,0.0239678899082569,0,0.0218047386146985,0.321100917431193,-0.430275229357798,0.940179268049658,0.262409297439453,4505
ASXL3,0.0227254541422983,0,0,0.239678899082569,0,0,0,5.79924242424242,0.528803191878029,0.262404353224867,4506
THNSL1,0.0129244288960938,0,0,0.0239678899082569,0.0680313600832766,0.157347708381743,0,2.92706668417575,0.525951613438054,0.26227138726937,4507
ARHGAP5,0.0210701139611512,0,0.11021529879932,0.0239678899082569,0,0.106961082663994,0,2.16494283909339,0.374457232030044,0.262214385332722,4508
TGFB2,-0.0149234640735279,0,0,0.239678899082569,0,0.0374216460009015,0,4.99128440366972,0.519840335733847,0.262177081009942,4509
CHAMP1,0.0224754790033928,0,0,0.239678899082569,0,0,0,5.79045092838196,0.528486362922905,0.262154378085962,4510
PDE6B,0.00383834772185954,0,0,0.0239678899082569,0,0.234253610793045,0,2.45838719210859,0.297464821546275,0.262059848423161,4511
MUC3A,0.00731743884864353,0,0,0.239678899082569,0,0.0150275901263463,0,5.37432300251533,0.524837443260865,0.262023928057559,4512
SEPTIN10,0.115630557190386,0,0,0.0239678899082569,0,0.0421361840797552,0.0802752293577982,5.14464831804281,0.49019248183075,0.262009860536196,4513
TMEM219,-0.00773809248256998,0,0.125869881936129,0.143807339449541,0,0,0,2.9487683977732,0.503730427489044,0.2619391289031,4514
EVI2B,0.00780534137254292,0,0.11021529879932,0.143807339449541,0,0,0,3.36585886623252,0.496872856377175,0.261827979621404,4515
FGF4,0.00166383932289614,0,0,0.239678899082569,0,0.0203314454650567,0,5.21677324593636,0.523164663366463,0.261674183870522,4516
APEX1,0.00591908278597401,0,0,0.0239678899082569,0,0.151454535783176,0.0802752293577982,2.13707015125378,0.46435287144925,0.261616737835205,4517
ZNHIT1,0.075823316190417,0,0.125869881936129,0.0239678899082569,0,0.0359483528512597,0,3.55080713375689,0.396868827784728,0.261609440886062,4518
MAB21L4,-0.0239432972444052,0,0,0.143807339449541,0,0.14173080099554,0,3.62188917009385,0.416433854799764,0.261594843200676,4519
ST18,0.00152323626275391,0,0,0.239678899082569,0,0.0203314454650567,0,5.21182830930537,0.522986457162329,0.261533580810379,4520
FAM193A,0,0,0,0.239678899082569,0,0.0218047386146985,0,5.1697247706422,0.522581629539213,0.261483637697267,4521
SLC4A4,0.0121858901020313,0,0.119540898210957,0.0239678899082569,0,0.105782448144281,0,1.8510442649981,0.377797227448164,0.261477126365525,4522
CCDC121,0.049285155523771,0,0,0.143807339449541,0,0.0683608021433791,0,5.26544342507645,0.433262529387352,0.261453297116691,4523
TSHZ3,0.0217130405454376,0,0,0.239678899082569,0,0,0,5.76363636363636,0.527520016505264,0.261391939628006,4524
ELP1,0.0417316014850665,0,0,0.0239678899082569,0,0.19565333027243,0,3.49061453904373,0.305516730167465,0.261352821665753,4525
CDK2AP1,-0.00809800376082905,0,0,0.239678899082569,0,0.0297605216227642,0,5.06886067847237,0.520557123796787,0.261341416944504,4526
SPANXD,0.0216214925074236,0,0,0.239678899082569,0,0,0,5.76041666666667,0.527403984689642,0.261300391589992,4527
RALGAPA2,-0.0361780947237038,0,0.236085180735448,0.0239678899082569,0,0.0374216460009015,0,0.259684692036705,0.443419376927087,0.261296621920903,4528
POLR2I,0.022762560323383,0,0.125869881936129,0.0239678899082569,0,0.0886922476084358,0,2.09523835517329,0.384240535563349,0.261292579776204,4529
CNPY3,-0.0529815341148935,0,0.125869881936129,0.0958715596330275,0,0.0925228097975044,0,1.75944237450222,0.442206342616413,0.261282717251767,4530
NPFFR2,0.00122655364425674,0,0,0.239678899082569,0,0.0203314454650567,0,5.20139413563591,0.522610429192373,0.261236898191882,4531
TSGA10IP,-0.0101018078279656,0,0,0.143807339449541,0.127448513024785,0,0,4.1977478448081,0.842872062680524,0.261154044646361,4532
MCM3,0.0272348412293163,0,0,0.0239678899082569,0,0.129649797168478,0.0802752293577982,2.71700953896665,0.468787726448692,0.261127757663849,4533
PSMD6,0.00398978532605088,0.018348623853211,0,0.0239678899082569,0,0.214806141217773,0,2.51233702724003,0.477516387613345,0.261112440305292,4534
MRGPRX3,0.00101549084183594,0,0,0.239678899082569,0,0.0203314454650567,0,5.19397116644823,0.522342919361398,0.261025835389461,4535
SPHKAP,-0.0175524479865589,0,0,0.239678899082569,0,0.0388949391505433,0,4.94990295712209,0.518034037251659,0.261021390246553,4536
CORT,0.0243717802040626,0,0,0.143807339449541,0,0.0928174684274328,0,4.57961992136304,0.427014318564306,0.260996588081037,4537
ANKAR,0.105010754480889,0,0,0.0239678899082569,0,0.132007066207904,0,5.22069665443465,0.319805431887121,0.26098571059705,4538
HYAL4,0.0212974095785043,0,0,0.239678899082569,0,0,0,5.74901883830455,0.526993228419267,0.260976308661073,4539
SAP130,0.02121463579293,0,0,0.239678899082569,0,0,0,5.746107727238,0.526888317458481,0.260893534875499,4540
GFM2,-0.00677955146982296,0,0.11021529879932,0.0239678899082569,0,0.133480359357546,0,1.49405347145887,0.366623544297057,0.2608839965953,4541
TAAR1,0.000850582072648908,0,0,0.239678899082569,0,0.0203314454650567,0,5.18817141064847,0.522133907084173,0.260860926620274,4542
PLP2,0.00447272370786168,0,0,0.143807339449541,0.0656983039880169,0.0468507221586089,0,4.24408962359476,0.640633510439106,0.260829089304029,4543
ARFGAP3,0.113684106290844,0,0,0.0239678899082569,0,0.123167307310054,0,5.45692659536197,0.321643686363539,0.260819303509154,4544
FLG2,0.0211222095101876,0,0,0.239678899082569,0,0,0,5.74285714285714,0.526771172518726,0.260801108592756,4545
ZNF706,-0.0163342700839889,0,0,0.239678899082569,0,0.0374216460009015,0,4.9629235753089,0.518052221139193,0.260766274999481,4546
VMP1,0.0519931311020002,0,0.125869881936129,0.0239678899082569,0,0.0589317259856716,0,2.89161097823046,0.39046771182399,0.260762628932057,4547
MECP2,0.0033451463025184,0,0,0.239678899082569,0,0.0176795177957015,0,5.25526173772261,0.52254920780931,0.260703563180789,4548
SAV1,0.0805574498629888,0,0,0.0239678899082569,0,0.15616907386203,0,4.54876002047603,0.313835176774384,0.260694413633276,4549
FSCN2,-0.000813881436002704,0,0,0.239678899082569,0,0.0218047386146985,0,5.1533636610769,0.521550082137767,0.260669756261265,4550
KLHL28,-0.0174095528132438,0,0.236085180735448,0.0239678899082569,0,0.0179741764256298,0,0.485604496468977,0.447067040312568,0.260617694256091,4551
FAM110B,0.0289602943782843,0,0,0.143807339449541,0,0.0878082717186507,0,4.70200475705063,0.427642321855151,0.260575905546476,4552
FAM216A,0.00416103564459605,0,0,0.143807339449541,0,0.112559596632633,0,4.02248825240546,0.421843904326136,0.26052797172677,4553
SCAND1,-0.00916353057146446,0,0.125869881936129,0.143807339449541,0,0,0,2.92011342701297,0.501923767585677,0.260513690814205,4554
TAAR8,0.000387229970816818,0,0,0.239678899082569,0,0.0203314454650567,0,5.17187555777675,0.521546635234176,0.260397574518442,4555
EEF2K,-0.00993880847002109,0,0.11021529879932,0.0239678899082569,0,0.136132287026901,0,1.45118648431523,0.365365784130456,0.260376667264457,4556
CXCR2,0.0206790862337501,0,0,0.239678899082569,0,0,0,5.72727272727273,0.526209539528823,0.260357985316319,4557
PRX,0.0206790862337501,0,0,0.239678899082569,0,0,0,5.72727272727273,0.526209539528823,0.260357985316319,4558
ZMYM3,0.0206790862337501,0,0,0.239678899082569,0,0,0,5.72727272727273,0.526209539528823,0.260357985316319,4559
UBR4,0.0375812732752067,0,0,0.0239678899082569,0,0.1184527692312,0.0802752293577982,2.99373221935733,0.470305255604569,0.260277161772462,4560
KCNQ1,-0.0552720891612141,0,0.233823462337999,0.0239678899082569,0,0.0577530914659582,0,0.0322286229049616,0.436437691991992,0.260272354551,4561
GPR20,0.000214478669180867,0,0,0.239678899082569,0,0.0203314454650567,0,5.16579998418222,0.521327683003033,0.260224823216806,4562
MFSD6,-0.0133285026365625,0,0.236085180735448,0,0,0.0374216460009015,0,0.219020245254673,0.422379906432883,0.260178324099787,4563
MIS12,-0.0181146450703828,0,0,0.239678899082569,0,0.0386002805206149,0,4.9363077722001,0.517016327977854,0.260164534532801,4564
ZFHX2,0.00398597289814421,0,0.11021529879932,0.0239678899082569,0,0.12198867279034,0,1.68107494422054,0.368367091449399,0.260157834396061,4565
PAK2,0.0183008839488198,0,0.125869881936129,0.0239678899082569,0,0.0919334925376477,0,1.96355287116181,0.381942348873667,0.260072148330853,4566
ANKRD66,0,0,0.236085180735448,0.0239678899082569,0,0,0,0.695673015639708,0.450518049807998,0.260053070643705,4567
ARSD,0,0,0.236085180735448,0.0239678899082569,0,0,0,0.695673015639708,0.450518049807998,0.260053070643705,4568
IKZF2,0,0,0.236085180735448,0.0239678899082569,0,0,0,0.695673015639708,0.450518049807998,0.260053070643705,4569
PWWP2B,0,0,0.236085180735448,0.0239678899082569,0,0,0,0.695673015639708,0.450518049807998,0.260053070643705,4570
SS18,0,0,0.236085180735448,0.0239678899082569,0,0,0,0.695673015639708,0.450518049807998,0.260053070643705,4571
TEAD1,0,0,0.236085180735448,0.0239678899082569,0,0,0,0.695673015639708,0.450518049807998,0.260053070643705,4572
WIPI1,0,0,0.236085180735448,0.0239678899082569,0,0,0,0.695673015639708,0.450518049807998,0.260053070643705,4573
ZNF664,0,0,0.236085180735448,0.0239678899082569,0,0,0,0.695673015639708,0.450518049807998,0.260053070643705,4574
ACOT6,0,0,0,0.239678899082569,0,0.0203314454650567,0,5.15825688073395,0.521055843759536,0.260010344547626,4575
BMP3,0,0,0,0.239678899082569,0,0.0203314454650567,0,5.15825688073395,0.521055843759536,0.260010344547626,4576
BRAT1,0,0,0,0.239678899082569,0,0.0203314454650567,0,5.15825688073395,0.521055843759536,0.260010344547626,4577
CCR3,0,0,0,0.239678899082569,0,0.0203314454650567,0,5.15825688073395,0.521055843759536,0.260010344547626,4578
CXCR6,0,0,0,0.239678899082569,0,0.0203314454650567,0,5.15825688073395,0.521055843759536,0.260010344547626,4579
CYTL1,0,0,0,0.239678899082569,0,0.0203314454650567,0,5.15825688073395,0.521055843759536,0.260010344547626,4580
DEDD2,0,0,0,0.239678899082569,0,0.0203314454650567,0,5.15825688073395,0.521055843759536,0.260010344547626,4581
DFFB,0,0,0,0.239678899082569,0,0.0203314454650567,0,5.15825688073395,0.521055843759536,0.260010344547626,4582
FBXO27,0,0,0,0.239678899082569,0,0.0203314454650567,0,5.15825688073395,0.521055843759536,0.260010344547626,4583
FSTL5,0,0,0,0.239678899082569,0,0.0203314454650567,0,5.15825688073395,0.521055843759536,0.260010344547626,4584
G6PC,0,0,0,0.239678899082569,0,0.0203314454650567,0,5.15825688073395,0.521055843759536,0.260010344547626,4585
GDF7,0,0,0,0.239678899082569,0,0.0203314454650567,0,5.15825688073395,0.521055843759536,0.260010344547626,4586
