Gene_name_A	Gene_name_B	type
ZNF236	FOXP4	Wormbase
HMCN2	FRK	Wormbase
CASK	FRMD7	Wormbase
GABRB1	FRMD7	Wormbase
FTH1	FTH1	Wormbase
SPOP	FTH1	Wormbase
CPSF7	FUBP3	Wormbase
DLG3	FUBP3	Wormbase
GOPC	FUBP3	Wormbase
RAD54L2	FUBP3	Wormbase
RPRD2	FUBP3	Wormbase
SMARCC2	FUBP3	Wormbase
TFG	FUBP3	Wormbase
ZFP36	FUBP3	Wormbase
ZFP36L2	FUBP3	Wormbase
VANGL1	FZD1	Wormbase
VANGL1	FZD4	Wormbase
ACAD10	GABARAP	Wormbase
ACSL1	GABARAP	Wormbase
APRT	GABARAP	Wormbase
ATAD3B	GABARAP	Wormbase
ATG13	GABARAP	Wormbase
ATG3	GABARAP	Wormbase
ATG7	GABARAP	Wormbase
ATP1B1	GABARAP	Wormbase
ATP5F1B	GABARAP	Wormbase
ATP5PO	GABARAP	Wormbase
ATP6V0D1	GABARAP	Wormbase
CYC1	GABARAP	Wormbase
DDOST	GABARAP	Wormbase
EEF1G	GABARAP	Wormbase
EIF4A2	GABARAP	Wormbase
EP300	GABARAP	Wormbase
FASN	GABARAP	Wormbase
GALNT11	GABARAP	Wormbase
H1-0	GABARAP	Wormbase
HARS1	GABARAP	Wormbase
H2BC13	GABARAP	Wormbase
HPGDS	GABARAP	Wormbase
HSDL2	GABARAP	Wormbase
HSPD1	GABARAP	Wormbase
LAMP1	GABARAP	Wormbase
LARP1	GABARAP	Wormbase
LGALS4	GABARAP	Wormbase
MTCH2	GABARAP	Wormbase
MYH6	GABARAP	Wormbase
NDUFA9	GABARAP	Wormbase
NMT2	GABARAP	Wormbase
NOMO3	GABARAP	Wormbase
P4HB	GABARAP	Wormbase
PDIA6	GABARAP	Wormbase
RACK1	GABARAP	Wormbase
RPL30	GABARAP	Wormbase
RPL36	GABARAP	Wormbase
RPL6	GABARAP	Wormbase
RPS6	GABARAP	Wormbase
RPS7	GABARAP	Wormbase
SAR1B	GABARAP	Wormbase
SEC23A	GABARAP	Wormbase
SLC25A3	GABARAP	Wormbase
SLC2A3	GABARAP	Wormbase
SND1	GABARAP	Wormbase
SPTAN1	GABARAP	Wormbase
SYNE1	GABARAP	Wormbase
UQCRC2	GABARAP	Wormbase
VDAC2	GABARAP	Wormbase
D6RAR5	GABRG2	Wormbase
STUB1	GAD1	Wormbase
CDX2	GAK	Wormbase
PEX19	GALNT3	Wormbase
SGTA	GALNT3	Wormbase
AP2A2	GAPVD1	Wormbase
RAB5B	GAPVD1	Wormbase
NOTCH2	GARS1	Wormbase
NOTCH2	GART	Wormbase
SRPK3	GARS1	Wormbase
SRPK3	GART	Wormbase
EYA2	GATA2	Wormbase
GLI2	GATA2	Wormbase
ZBTB40	GATA2	Wormbase
ZNF236	GATA2	Wormbase
ACADM	GATA4	Wormbase
CKB	GATA4	Wormbase
CRYAB	GATA4	Wormbase
EIF3E	GATA4	Wormbase
GATA4	GATA4	Wormbase
GNB2	GATA4	Wormbase
HSPG2	GATA4	Wormbase
IARS1	GATA4	Wormbase
NFE2L3	GATA4	Wormbase
PNP	GATA4	Wormbase
PSMC5	GATA4	Wormbase
RAB8B	GATA4	Wormbase
RFX3	GATA4	Wormbase
SDHA	GATA4	Wormbase
SGTA	GATA4	Wormbase
TFAP2B	GATA4	Wormbase
TUBA1C	GATA4	Wormbase
ZBTB40	GATA4	Wormbase
ZNF236	GATA4	Wormbase
ZNF714	GATA4	Wormbase
DMRTC2	GATAD2A	Wormbase
DRAP1	GATAD2A	Wormbase
GATA4	GATAD2A	Wormbase
HNF4G	GATAD2A	Wormbase
IKZF1	GATAD2A	Wormbase
JUNB	GATAD2A	Wormbase
MEIS1	GATAD2A	Wormbase
NR2E3	GATAD2A	Wormbase
POU2F3	GATAD2A	Wormbase
SOX6	GATAD2A	Wormbase
TFAP2B	GATAD2A	Wormbase
ZBTB40	GATAD2A	Wormbase
ZNF236	GATAD2A	Wormbase
ZNF816	GATAD2A	Wormbase
FGFR3	GBA3	Wormbase
CKAP5	GBE1	Wormbase
SRPK3	GBE1	Wormbase
GCLC	GCLM	Wormbase
PPCDC	GCLM	Wormbase
GET3	GET4	Wormbase
DRAP1	GFI1	Wormbase
GFPT2	GFPT1	Wormbase
DAB1	GGA2	Wormbase
CDC45	GINS1	Wormbase
CHTF18	GINS1	Wormbase
CLSPN	GINS1	Wormbase
CUL2	GINS1	Wormbase
GINS2	GINS1	Wormbase
GINS3	GINS1	Wormbase
GINS4	GINS1	Wormbase
LRR1	GINS1	Wormbase
MCM2	GINS1	Wormbase
MCM3	GINS1	Wormbase
MCM4	GINS1	Wormbase
MCM5	GINS1	Wormbase
MCM6	GINS1	Wormbase
MCM7	GINS1	Wormbase
POLE	GINS1	Wormbase
POLE2	GINS1	Wormbase
SSRP1	GINS1	Wormbase
SUPT16H	GINS1	Wormbase
TIMELESS	GINS1	Wormbase
TIPIN	GINS1	Wormbase
TOP2A	GINS1	Wormbase
WDHD1	GINS1	Wormbase
GINS4	GINS2	Wormbase
GINS3	GINS4	Wormbase
D6RAR5	GIPC1	Wormbase
RARB	GIPC1	Wormbase
DLX6	GLI2	Wormbase
DMRT2	GLI2	Wormbase
DMRTC2	GLI2	Wormbase
GLI2	GLI2	Wormbase
HNF4A	GLI2	Wormbase
MEIS1	GLI2	Wormbase
NKX2-2	GLI2	Wormbase
SOX4	GLI2	Wormbase
TBX19	GLI2	Wormbase
ZBTB40	GLI2	Wormbase
ZNF714	GLI2	Wormbase
GLRA3	GLRA3	Wormbase
RARB	GLRA3	Wormbase
SUMO1	GLRX2	Wormbase
GLUL	GLUL	Wormbase
GMCL1	GMCL1	Wormbase
RAD54L2	GMCL1	Wormbase
CASKIN1	GMEB1	Wormbase
D6RAR5	GMEB1	Wormbase
DBP	GMEB1	Wormbase
DMRTC2	GMEB1	Wormbase
DRAP1	GMEB1	Wormbase
DVL2	GMEB1	Wormbase
EYA2	GMEB1	Wormbase
GMEB1	GMEB1	Wormbase
HIC2	GMEB1	Wormbase
HMX3	GMEB1	Wormbase
HNF4A	GMEB1	Wormbase
HOXA5	GMEB1	Wormbase
ISL2	GMEB1	Wormbase
KLF8	GMEB1	Wormbase
LHX1	GMEB1	Wormbase
LHX5	GMEB1	Wormbase
MECOM	GMEB1	Wormbase
NFIB	GMEB1	Wormbase
NFYA	GMEB1	Wormbase
PAX3	GMEB1	Wormbase
RARB	GMEB1	Wormbase
RXRA	GMEB1	Wormbase
SOX4	GMEB1	Wormbase
ZBTB40	GMEB1	Wormbase
ZFHX4	GMEB1	Wormbase
ZNF208	GMEB1	Wormbase
ZNF227	GMEB1	Wormbase
ZNF407	GMEB1	Wormbase
ZNF236	GMEB1	Wormbase
ZNF816	GMEB1	Wormbase
ZNF714	GMEB1	Wormbase
ARHGEF12	GNA12	Wormbase
ATP1A3	GNAO1	Wormbase
ATP4A	GNAO1	Wormbase
DDOST	GNAO1	Wormbase
GPSM2	GNAO1	Wormbase
IMMT	GNAO1	Wormbase
LMAN1	GNAO1	Wormbase
LRP4	GNAO1	Wormbase
RAP1GAP	GNAO1	Wormbase
RGS17	GNAO1	Wormbase
RGS20	GNAO1	Wormbase
SGCB	GNAO1	Wormbase
SLC25A3	GNAO1	Wormbase
SLC25A5	GNAO1	Wormbase
TMCC1	GNAO1	Wormbase
DRD2	GNAT2	Wormbase
ACLY	GNPNAT1	Wormbase
CDX2	GNPNAT1	Wormbase
DLG3	GNPNAT1	Wormbase
GNPNAT1	GNPNAT1	Wormbase
SCRT1	GOLGA2	Wormbase
ADAMTS6	GOPC	Wormbase
ADH4	GOPC	Wormbase
CTSL	GOPC	Wormbase
FBLN1	GOPC	Wormbase
GOPC	GOPC	Wormbase
TAMALIN	GOPC	Wormbase
ING3	GOPC	Wormbase
IRF2BP2	GOPC	Wormbase
KANK3	GOPC	Wormbase
KCTD10	GOPC	Wormbase
LMO7	GOPC	Wormbase
MPRIP	GOPC	Wormbase
NDUFB10	GOPC	Wormbase
NR2C2	GOPC	Wormbase
NR2E3	GOPC	Wormbase
PPP2CB	GOPC	Wormbase
RIT2	GOPC	Wormbase
SPOP	GOPC	Wormbase
SQSTM1	GOPC	Wormbase
TGS1	GOPC	Wormbase
UBB	GOPC	Wormbase
STX1A	GOSR2	Wormbase
TMCC1	GOSR2	Wormbase
GPHN	GPHN	Wormbase
COPS2	GPS1	Wormbase
EIF3M	GPS1	Wormbase
GNAO1	GPSM2	Wormbase
DTL	GRB2	Wormbase
MFRP	GRB2	Wormbase
NAV2	GRB2	Wormbase
CACNG5	GRIA1	Wormbase
CUBN	GRIA1	Wormbase
PTPN4	GRIA1	Wormbase
PATJ	GRM3	Wormbase
PTPN4	GRM3	Wormbase
SLC9A3R2	GRM3	Wormbase
DBP	GSC	Wormbase
DMRTC2	GSC	Wormbase
RANBP2	GSC	Wormbase
TLE4	GSC	Wormbase
ZNF236	GSC	Wormbase
GSKIP	GSK3B	Wormbase
NFE2L3	GSK3B	Wormbase
NVL	GSK3B	Wormbase
SQSTM1	GSK3B	Wormbase
ZFP36L1	GSK3B	Wormbase
ZFP36L2	GSK3B	Wormbase
DLD	GSS	Wormbase
GSTP1	GSTP1	Wormbase
HSPB1	GSTP1	Wormbase
LMNB1	GSTP1	Wormbase
MARCO	GSTP1	Wormbase
TTN	GSTP1	Wormbase
UBB	GSTP1	Wormbase
GSTZ1	GSTZ1	Wormbase
KLHL8	GSTZ1	Wormbase
GTF2E1	GTF2E2	Wormbase
NUP50	GTF3C3	Wormbase
NUP93	GTF3C3	Wormbase
NUP50	GTF3C5	Wormbase
NUP93	GTF3C5	Wormbase
ATF6	GTPBP2	Wormbase
CTSB	GTPBP2	Wormbase
CWC22	GTPBP2	Wormbase
DTNB	GTPBP2	Wormbase
DVL1	GTPBP2	Wormbase
DVL2	GTPBP2	Wormbase
EIF2B1	GTPBP2	Wormbase
ESS2	GTPBP2	Wormbase
FIGNL1	GTPBP2	Wormbase
GTF2H2	GTPBP2	Wormbase
GTPBP2	GTPBP2	Wormbase
ING3	GTPBP2	Wormbase
IRF2BP2	GTPBP2	Wormbase
KCTD10	GTPBP2	Wormbase
KCTD3	GTPBP2	Wormbase
KCTD5	GTPBP2	Wormbase
MAP4K4	GTPBP2	Wormbase
MRPL4	GTPBP2	Wormbase
MTCL1	GTPBP2	Wormbase
NDUFB10	GTPBP2	Wormbase
NFIL3	GTPBP2	Wormbase
NR2E3	GTPBP2	Wormbase
PRCC	GTPBP2	Wormbase
RAB3IL1	GTPBP2	Wormbase
RC3H2	GTPBP2	Wormbase
SEPSECS	GTPBP2	Wormbase
SETD5	GTPBP2	Wormbase
SF3B2	GTPBP2	Wormbase
SH3BP5	GTPBP2	Wormbase
SQSTM1	GTPBP2	Wormbase
SRPK3	GTPBP2	Wormbase
TJP1	GTPBP2	Wormbase
TRIM23	GTPBP2	Wormbase
UBB	GTPBP2	Wormbase
ZNF324	GTPBP2	Wormbase
ZBTB24	GTPBP2	Wormbase
ZC4H2	GTPBP2	Wormbase
ZNF709	GTPBP2	Wormbase
AP2A2	GULP1	Wormbase
AP2B1	GULP1	Wormbase
AP2M1	GULP1	Wormbase
CLTC	GULP1	Wormbase
GULP1	GULP1	Wormbase
GYG1	GYG1	Wormbase
DCTN4	GYS1	Wormbase
GYG1	GYS1	Wormbase
GYS1	GYS1	Wormbase
ALKBH4	H1-0	Wormbase
ACAA2	H3F3A;	Wormbase
ACTB	H3F3A;	Wormbase
ALDOA	H3F3A;	Wormbase
ATP5F1C	H3F3A;	Wormbase
BMPER	H3F3A;	Wormbase
CCT7	H3F3A;	Wormbase
CHD5	H3F3A;	Wormbase
CTSL	H3F3A;	Wormbase
DNAJC9	H3F3A;	Wormbase
EIF4A2	H3F3A;	Wormbase
ETFB	H3F3A;	Wormbase
FKBP1A	H3F3A;	Wormbase
HDAC1	H3F3A;	Wormbase
MTA3	H3F3A;	Wormbase
NME2	H3F3A;	Wormbase
PRDX2	H3F3A;	Wormbase
PSMC1	H3F3A;	Wormbase
PSMC3	H3F3A;	Wormbase
PSMC4	H3F3A;	Wormbase
PSMD1	H3F3A;	Wormbase
RBBP4	H3F3A;	Wormbase
RPL11	H3F3A;	Wormbase
RPL12	H3F3A;	Wormbase
RPL13	H3F3A;	Wormbase
RPL23A	H3F3A;	Wormbase
RPL30	H3F3A;	Wormbase
RPL31	H3F3A;	Wormbase
RPL9P7;	H3F3A;	Wormbase
RPLP2	H3F3A;	Wormbase
RPS10	H3F3A;	Wormbase
RPS23	H3F3A;	Wormbase
RPS3A	H3F3A;	Wormbase
RPS5	H3F3A;	Wormbase
RPSA	H3F3A;	Wormbase
TRIM71	H3F3A;	Wormbase
AASS	HACE1	Wormbase
DDX3Y	HACE1	Wormbase
DYNLL2	HACE1	Wormbase
EIF3I	HACE1	Wormbase
FRMD8	HACE1	Wormbase
GPD2	HACE1	Wormbase
HNRNPF	HACE1	Wormbase
KY	HACE1	Wormbase
MAPK7	HACE1	Wormbase
MEGF6	HACE1	Wormbase
MTRF1L	HACE1	Wormbase
OGT	HACE1	Wormbase
PURA	HACE1	Wormbase
RERE	HACE1	Wormbase
SDHB	HACE1	Wormbase
TAF1L	HACE1	Wormbase
UBC	HACE1	Wormbase
UBR5	HACE1	Wormbase
HADH	HADH	Wormbase
KLHL8	HADH	Wormbase
PRKCSH	HADH	Wormbase
DRAP1	HAT1	Wormbase
NR2E3	HAT1	Wormbase
PAX3	HAT1	Wormbase
PRDM4	HAT1	Wormbase
SIRT1	HCFC1	Wormbase
YWHAZ	HCFC1	Wormbase
EXOC6B	HDAC1	Wormbase
HUS1	HDAC1	Wormbase
MCFD2	HDAC1	Wormbase
P4HB	HDAC1	Wormbase
PGC	HDAC1	Wormbase
TBX19	HDAC1	Wormbase
TCF7L2	HDAC1	Wormbase
TLE4	HDAC1	Wormbase
USP42	HDAC1	Wormbase
CDX2	HDAC11	Wormbase
COPS5	HDAC11	Wormbase
DBP	HDAC11	Wormbase
DMRT2	HDAC11	Wormbase
DMRTC2	HDAC11	Wormbase
DR1	HDAC11	Wormbase
EYA2	HDAC11	Wormbase
HIF1A	HDAC11	Wormbase
HINFP	HDAC11	Wormbase
HNF4A	HDAC11	Wormbase
HNF4G	HDAC11	Wormbase
IKZF1	HDAC11	Wormbase
LHX5	HDAC11	Wormbase
PRDM4	HDAC11	Wormbase
PRDM9	HDAC11	Wormbase
SOX4	HDAC11	Wormbase
SOX6	HDAC11	Wormbase
VDR	HDAC11	Wormbase
ZBTB40	HDAC11	Wormbase
ZFP36L1	HDAC11	Wormbase
ZNF208	HDAC11	Wormbase
ZNF227	HDAC11	Wormbase
ZNF236	HDAC11	Wormbase
ZNF714	HDAC11	Wormbase
ZNF816	HDAC11	Wormbase
RAD51	HELQ	Wormbase
MYCBP2	HERC4	Wormbase
HGD	HGD	Wormbase
AP2A2	HGS	Wormbase
AP2B1	HGS	Wormbase
AP2M1	HGS	Wormbase
CLTA	HGS	Wormbase
CLTC	HGS	Wormbase
EPS15L1	HGS	Wormbase
HGS	HGS	Wormbase
ITSN1	HGS	Wormbase
STAM	HGS	Wormbase
TSG101	HGS	Wormbase
UBC	HGS	Wormbase
ZNF236	HHEX	Wormbase
COPS5	HIKESHI	Wormbase
HIKESHI	HIKESHI	Wormbase
HNF4A	HINFP	Wormbase
HNF4G	HINFP	Wormbase
DBP	HIVEP1	Wormbase
DLX6	HIVEP1	Wormbase
DMRT2	HIVEP1	Wormbase
DMRTC2	HIVEP1	Wormbase
DRAP1	HIVEP1	Wormbase
EYA2	HIVEP1	Wormbase
HIF1A	HIVEP1	Wormbase
HINFP	HIVEP1	Wormbase
HNF4A	HIVEP1	Wormbase
HNF4G	HIVEP1	Wormbase
IKZF1	HIVEP1	Wormbase
JUNB	HIVEP1	Wormbase
KLF8	HIVEP1	Wormbase
LHX1	HIVEP1	Wormbase
LHX5	HIVEP1	Wormbase
LPP	HIVEP1	Wormbase
MECOM	HIVEP1	Wormbase
MEIS1	HIVEP1	Wormbase
NFIB	HIVEP1	Wormbase
NSD2	HIVEP1	Wormbase
RARB	HIVEP1	Wormbase
SOX4	HIVEP1	Wormbase
TFAP2B	HIVEP1	Wormbase
ZNF208	HIVEP1	Wormbase
ZNF236	HIVEP1	Wormbase
ZNF714	HIVEP1	Wormbase
ZNF407	HIVEP1	Wormbase
SORD	HK2	Wormbase
DBP	HLF	Wormbase
EYA2	HLF	Wormbase
HLF	HLF	Wormbase
NFIL3	HLF	Wormbase
ZNF236	HLF	Wormbase
ZNF879	HLF	Wormbase
LHX5	HMBOX1	Wormbase
ZNF236	HMBOX1	Wormbase
ROR2	HMCN1	Wormbase
HMCN2	HMCN2	Wormbase
ZFP2	HMGB1	Wormbase
ZNF274	HMGB1	Wormbase
DYNLL2	HMGCR	Wormbase
USP7	HMGCS2	Wormbase
DBP	HMX3	Wormbase
DMRT2	HMX3	Wormbase
DMRTC2	HMX3	Wormbase
HNF4G	HMX3	Wormbase
IRX5	HMX3	Wormbase
JUNB	HMX3	Wormbase
MAX	HMX3	Wormbase
NKX6-2	HMX3	Wormbase
TBX19	HMX3	Wormbase
TBX6	HMX3	Wormbase
ZNF236	HMX3	Wormbase
ARNT2	HNF4A	Wormbase
B3GNT6	HNF4A	Wormbase
CASKIN1	HNF4A	Wormbase
DBP	HNF4A	Wormbase
DMRT2	HNF4A	Wormbase
DMRTA2	HNF4A	Wormbase
DMRTC2	HNF4A	Wormbase
ESRRG	HNF4A	Wormbase
EYA2	HNF4A	Wormbase
FOXO3	HNF4A	Wormbase
GATA4	HNF4A	Wormbase
GLI2	HNF4A	Wormbase
HIF1A	HNF4A	Wormbase
HMX3	HNF4A	Wormbase
HNF4A	HNF4A	Wormbase
HNF4G	HNF4A	Wormbase
IKZF1	HNF4A	Wormbase
IRF2BP2	HNF4A	Wormbase
IRX5	HNF4A	Wormbase
ISL2	HNF4A	Wormbase
KIF23	HNF4A	Wormbase
LHX5	HNF4A	Wormbase
LPP	HNF4A	Wormbase
MAX	HNF4A	Wormbase
MECOM	HNF4A	Wormbase
MEIS1	HNF4A	Wormbase
NADK2	HNF4A	Wormbase
NFIB	HNF4A	Wormbase
NKX6-2	HNF4A	Wormbase
NPAS3	HNF4A	Wormbase
NR1H2	HNF4A	Wormbase
NR2E3	HNF4A	Wormbase
NR4A1	HNF4A	Wormbase
NSD2	HNF4A	Wormbase
RAD54L2	HNF4A	Wormbase
RARB	HNF4A	Wormbase
SIAH1	HNF4A	Wormbase
SOX4	HNF4A	Wormbase
TBX19	HNF4A	Wormbase
TFAP2C	HNF4A	Wormbase
ZNF816	HNF4A	Wormbase
VDR	HNF4A	Wormbase
ZNF236	HNF4A	Wormbase
ZBTB40	HNF4A	Wormbase
ZC4H2	HNF4A	Wormbase
ZNF18	HNF4A	Wormbase
ZNF208	HNF4A	Wormbase
ZNF714	HNF4A	Wormbase
ZNF879	HNF4A	Wormbase
DBP	HNF4G	Wormbase
DMRT2	HNF4G	Wormbase
DMRTC2	HNF4G	Wormbase
ESRRA	HNF4G	Wormbase
ESRRG	HNF4G	Wormbase
EYA2	HNF4G	Wormbase
FOXO3	HNF4G	Wormbase
HIF1A	HNF4G	Wormbase
HINFP	HNF4G	Wormbase
HMBOX1	HNF4G	Wormbase
HMX3	HNF4G	Wormbase
HNF4A	HNF4G	Wormbase
HNF4G	HNF4G	Wormbase
LHX1	HNF4G	Wormbase
LHX5	HNF4G	Wormbase
MECOM	HNF4G	Wormbase
MEIS1	HNF4G	Wormbase
NFIB	HNF4G	Wormbase
NR1D2	HNF4G	Wormbase
NR2C2	HNF4G	Wormbase
NR2E1	HNF4G	Wormbase
NR2E3	HNF4G	Wormbase
NR2F1	HNF4G	Wormbase
NR2F2	HNF4G	Wormbase
NR2F6	HNF4G	Wormbase
NR4A1	HNF4G	Wormbase
NSD2	HNF4G	Wormbase
PTF1A	HNF4G	Wormbase
RARB	HNF4G	Wormbase
RXRA	HNF4G	Wormbase
TBX19	HNF4G	Wormbase
TFAP2B	HNF4G	Wormbase
ZFP36L2	HNF4G	Wormbase
ZNF18	HNF4G	Wormbase
ZNF208	HNF4G	Wormbase
ZNF236	HNF4G	Wormbase
ZNF714	HNF4G	Wormbase
MYEF2	HNRNPK	Wormbase
NOVA2	HNRNPK	Wormbase
NPLOC4	HNRNPK	Wormbase
PRPF4	HNRNPK	Wormbase
QKI	HNRNPK	Wormbase
RBPMS	HNRNPK	Wormbase
XRN2	HNRNPK	Wormbase
HNRNPR	HNRNPR	Wormbase
DYNC1H1	HOOK1	Wormbase
DYNC1LI2	HOOK1	Wormbase
HOOK1	HOOK1	Wormbase
HOXB7	HOXB7	Wormbase
TCF7L2	HOXB7	Wormbase
ALDOA	HPGDS	Wormbase
ANXA5	HPGDS	Wormbase
ARRDC3	HPGDS	Wormbase
CAP2	HPGDS	Wormbase
CDK11B	HPGDS	Wormbase
D6RAR5	HPGDS	Wormbase
DARS2	HPGDS	Wormbase
DNALI1	HPGDS	Wormbase
DUSP7	HPGDS	Wormbase
FTH1	HPGDS	Wormbase
GORASP2	HPGDS	Wormbase
HRAS	HPGDS	Wormbase
LIN28B	HPGDS	Wormbase
MAPK10	HPGDS	Wormbase
MYL1	HPGDS	Wormbase
NR2E3	HPGDS	Wormbase
PBX3	HPGDS	Wormbase
PPM1G	HPGDS	Wormbase
PSMB8	HPGDS	Wormbase
PSMC2	HPGDS	Wormbase
RAB11FIP4	HPGDS	Wormbase
RRM1	HPGDS	Wormbase
SPOP	HPGDS	Wormbase
WDR47	HPGDS	Wormbase
XPA	HPGDS	Wormbase
ZMYND11	HPGDS	Wormbase
DHRS4	HPRT1	Wormbase
HPRT1	HPRT1	Wormbase
SH3BP5	HPRT1	Wormbase
WASHC3	HSBP1	Wormbase
HSD17B4	HSD17B4	Wormbase
HSF1	HSF1	Wormbase
WASHC3	HSF1	Wormbase
AHSA1	HSP90AA1	Wormbase
CDC37	HSP90AA1	Wormbase
GABRB1	HSP90AA1	Wormbase
HSP90AA1	HSP90AA1	Wormbase
KAT6A	HSP90AA1	Wormbase
KIAA1109	HSP90AA1	Wormbase
PPP5C	HSP90AA1	Wormbase
PTGES3	HSP90AA1	Wormbase
RAB3GAP2	HSP90AA1	Wormbase
SMAD1	HSP90AA1	Wormbase
SUGT1	HSP90AA1	Wormbase
TRPM3	HSP90AA1	Wormbase
WDR46	HSP90AA1	Wormbase
CCT6A	HSPA5	Wormbase
CHMP3	HSPA5	Wormbase
BAG2	HSPA8	Wormbase
DNAJA1	HSPA8	Wormbase
DNAJB5	HSPA8	Wormbase
STUB1	HSPA8	Wormbase
VCL	HSPB1	Wormbase
CRYAB	HSPB6	Wormbase
HSPE1	HSPD1	Wormbase
MAP2K6	HSPD1	Wormbase
AP1G1	HTR2B	Wormbase
AP1S2	HTR2B	Wormbase
AP3D1	HTR2B	Wormbase
AP3S2	HTR2B	Wormbase
PATJ	HTR2B	Wormbase
HDAC1	HUS1	Wormbase
P4HB	HUS1	Wormbase
PROX1	HUS1	Wormbase
RAD1	HUS1	Wormbase
HSPA5	HYOU1	Wormbase
RUNDC1	ICA1	Wormbase
SGSM1	ICA1	Wormbase
GPS1	IDH3A	Wormbase
IDH3G	IDH3A	Wormbase
IDH3A	IDH3B	Wormbase
IFT122	IFT140	Wormbase
IFT20	IFT140	Wormbase
IFT43	IFT140	Wormbase
TTC21B	IFT140	Wormbase
WDR19	IFT140	Wormbase
WDR35	IFT140	Wormbase
DYNC2LI1	IFT20	Wormbase
IFT140	IFT20	Wormbase
KIFAP3	IFT20	Wormbase
IFT74	IFT22	Wormbase
IFT81	IFT22	Wormbase
CLUAP1	IFT52	Wormbase
IFT172	IFT52	Wormbase
IFT20	IFT52	Wormbase
IFT22	IFT52	Wormbase
IFT46	IFT52	Wormbase
IFT57	IFT52	Wormbase
IFT74	IFT52	Wormbase
IFT80	IFT52	Wormbase
IFT81	IFT52	Wormbase
IFT88	IFT52	Wormbase
TRAF3IP1	IFT52	Wormbase
TTC26	IFT52	Wormbase
TTC30B	IFT52	Wormbase
CLUAP1	IFT74	Wormbase
IFT172	IFT74	Wormbase
IFT22	IFT74	Wormbase
IFT46	IFT74	Wormbase
IFT52	IFT74	Wormbase
IFT57	IFT74	Wormbase
IFT74	IFT74	Wormbase
IFT80	IFT74	Wormbase
IFT81	IFT74	Wormbase
IFT88	IFT74	Wormbase
TTC26	IFT74	Wormbase
TTC30B	IFT74	Wormbase
IFT74	IFT81	Wormbase
PPP2CB	IGBP1	Wormbase
PPP4C	IGBP1	Wormbase
PPP6C	IGBP1	Wormbase
GLRB	IGDCC4	Wormbase
FAM151B	IGFALS	Wormbase
LECT2	IGFALS	Wormbase
NRCAM	IGFALS	Wormbase
TIAM2	IGFALS	Wormbase
SMU1	IK	Wormbase
DBP	IKZF1	Wormbase
DMRT2	IKZF1	Wormbase
DMRTC2	IKZF1	Wormbase
DRAP1	IKZF1	Wormbase
EYA2	IKZF1	Wormbase
HINFP	IKZF1	Wormbase
HMX3	IKZF1	Wormbase
HNF4G	IKZF1	Wormbase
HOXA5	IKZF1	Wormbase
HOXB6	IKZF1	Wormbase
IKZF1	IKZF1	Wormbase
JUNB	IKZF1	Wormbase
LHX1	IKZF1	Wormbase
LHX5	IKZF1	Wormbase
MECOM	IKZF1	Wormbase
NR2E1	IKZF1	Wormbase
NR2E3	IKZF1	Wormbase
PAX3	IKZF1	Wormbase
PRDM4	IKZF1	Wormbase
RARB	IKZF1	Wormbase
SNAPC1	IKZF1	Wormbase
SOX6	IKZF1	Wormbase
ZNF816	IKZF1	Wormbase
ZBTB40	IKZF1	Wormbase
ZFHX4	IKZF1	Wormbase
ZNF227	IKZF1	Wormbase
ZNF236	IKZF1	Wormbase
ZNF407	IKZF1	Wormbase
IMMT	IMMT	Wormbase
AURKA	INCENP	Wormbase
BIRC5	INCENP	Wormbase
DBP	ING3	Wormbase
DMRT2	ING3	Wormbase
DMRTC2	ING3	Wormbase
DR1	ING3	Wormbase
DRAP1	ING3	Wormbase
DVL2	ING3	Wormbase
GATA4	ING3	Wormbase
GMEB1	ING3	Wormbase
HIF1A	ING3	Wormbase
HINFP	ING3	Wormbase
HNF4G	ING3	Wormbase
JUNB	ING3	Wormbase
LHX5	ING3	Wormbase
MECOM	ING3	Wormbase
MEIS1	ING3	Wormbase
NFIB	ING3	Wormbase
NSD2	ING3	Wormbase
POU2F3	ING3	Wormbase
PRDM4	ING3	Wormbase
SALL3	ING3	Wormbase
SNAPC1	ING3	Wormbase
SOX6	ING3	Wormbase
TFAP2B	ING3	Wormbase
ZNF227	ING3	Wormbase
ZFHX4	ING3	Wormbase
ZFP2	ING3	Wormbase
ZFP36L2	ING3	Wormbase
ZNF208	ING3	Wormbase
ZNF236	ING3	Wormbase
ZNF407	ING3	Wormbase
ZNF714	ING3	Wormbase
ZNF816	ING3	Wormbase
KLHL8	INMT	Wormbase
TEAD3	INSM2	Wormbase
CASK	INSR	Wormbase
CLSTN1	INSR	Wormbase
TBX19	INTS12	Wormbase
CRTAP	INTS6	Wormbase
CTSD	INTS6	Wormbase
DDX3X	INTS6	Wormbase
INTS1	INTS6	Wormbase
INTS11	INTS6	Wormbase
INTS13	INTS6	Wormbase
INTS2	INTS6	Wormbase
INTS3	INTS6	Wormbase
INTS4	INTS6	Wormbase
INTS5	INTS6	Wormbase
INTS7	INTS6	Wormbase
INTS8	INTS6	Wormbase
INTS9	INTS6	Wormbase
NABP1	INTS6	Wormbase
RARS1	INTS6	Wormbase
RPL7A	INTS6	Wormbase
NR2C2	IP6K3	Wormbase
DLAT	IPO5	Wormbase
NCAPH2	IPO5	Wormbase
NUP98	IPO5	Wormbase
